gamma,0,1,2,k_n
0.9930863337209738,0.8399190582714209,0.8547380400276673,0.8663663660910266,5
1.0526864060664765,1.1185188164374562,1.1139893823779237,1.1102104984324712,5
1.0030368087784967,1.0517142582569141,1.0478986262117314,1.044782174403589,5
0.9889146458230621,1.0202278399503069,1.0174885110415905,1.015296851431492,5
1.0720052161813411,1.261989533876884,1.250966996403179,1.241557573512809,5
0.9771297337988583,0.9449883936884843,0.9477320983609072,0.9499397063989969,5
1.0338944120758058,1.0794994652203933,1.0761176785696427,1.073329979541199,5
0.95705252311925,0.9006547296082408,0.9053922444327025,0.9092161007308222,5
0.9950937897167025,0.9582419695029786,0.9613920846375907,0.9639269413105815,5
1.0265507757382748,1.0601849116583968,1.0574537422786425,1.0552350719940824,5
0.9354111118109245,0.7479655037334118,0.765297568766769,0.7790380770302956,5
0.9752004746580037,1.1189973490639906,1.1089782228983112,1.1006322875758614,5
1.0066794757582265,0.9056411334236055,0.9141080115479687,0.9209444729658427,5
1.0084714456842736,1.079697339893928,1.0745800846037388,1.0703398601785146,5
1.0877542264820228,0.9903487195517092,0.9979067985219353,1.00409614488319,5
0.9611875628104365,0.9387131644137346,0.9407098266955023,0.9423019346836287,5
0.9413657459139513,0.8266715397787527,0.8378250432221972,0.8465714956417597,5
0.9975027217499388,0.9745715866157157,0.9765183561580599,0.9780869755827316,5
0.9549189092944984,1.0139572901092555,1.008825838386293,1.004707563049623,5
0.992970679818287,1.0707785666346494,1.0648387132446475,1.0599672264106943,5
0.9114684891533632,0.8168216944101611,0.8258520750928616,0.8329589247553446,5
1.0513271227638812,0.9931363309169307,0.997871724029939,1.0017140585610356,5
1.0329656898509065,1.0129638369837917,1.0145814498673125,1.0158953329963039,5
0.9930451619894857,0.8887840223797933,0.8980967546611496,0.9055364323365664,5
1.0409130545234304,0.8473430766825755,0.8647497411376768,0.8786286501040245,5
1.013754591782295,1.0180149200409419,1.0176562205679933,1.0173672594441687,5
0.9187795807085319,0.8914693062321741,0.8942836902528276,0.896462204076817,5
1.0535542975577787,1.115443318747079,1.1110342883041455,1.1073778441425786,5
1.0437309563277284,0.9598494745545545,0.9667344860947802,0.9723105013997212,5
1.0468818111376053,1.1228818310969773,1.1170373939574247,1.1122530084935545,5
1.04716423819514,1.0092585406001902,1.0120864233452127,1.014415621472078,5
1.0490770175882154,1.082373009579202,1.079971379819115,1.077981378109313,5
0.9793511935136291,1.121004317134832,1.1102229123606997,1.101376552495528,5
1.0637335637896852,0.935459366124223,0.9461999459278964,0.9548775583540303,5
0.9854976201034996,0.8617633154670592,0.8737391374427461,0.8831412679919215,5
1.008556258645942,0.8940454120719189,0.9039483642147336,0.911902770007349,5
0.9851474898288234,0.9122473570389894,0.9187425748530422,0.9239307063695426,5
1.1164611086257905,1.200251671414264,1.1947345070719315,1.1901001365892996,5
0.9739135674864156,0.917316405672668,0.922318829282494,0.9263157047442272,5
0.9700410968722207,0.9556015748566301,0.9568679015114812,0.9578818552630919,5
0.9682005896217608,1.061336590192031,1.054005146044605,1.048016952998316,5
0.9905677825808723,0.897549638055813,0.9058361696643396,0.9124512471475428,5
1.0236669684225004,0.8890373604948953,0.9010612300403769,0.9106518464550133,5
0.9746183641818543,0.9603846622332801,0.9616604235513607,0.9626771916301744,5
0.9869189230114405,0.8969518118662921,0.9048840963056476,0.9112276285569364,5
1.0194512960511843,0.9319620162787281,0.938720573304657,0.9442645771283307,5
0.9682109331270391,1.1160435311011518,1.1042966974609931,1.0947314393935696,5
1.018559712837838,0.8747974235256761,0.8874139043347713,0.8975045337561652,5
1.013462520268127,1.0844160698112415,1.0789173535794017,1.0744128345432076,5
0.9487059321840092,0.8051756084375655,0.8194800190463563,0.8306430797883084,5
0.983922036820103,0.9280055138686292,0.9329150440210789,0.9368466577588652,5
1.0098092518088084,0.9422209788146081,0.9476856694639526,0.9521314461851887,5
1.0536424735572252,1.0361462990795682,1.037441255326905,1.038510228835648,5
0.9726424914101668,0.8876987438874148,0.8955179112860134,0.9017158065639902,5
0.9631124784473841,0.8799287417425571,0.8877855320363065,0.8939801459076444,5
0.9709527715031505,0.983277276043721,0.9822360895222375,0.9813964376277263,5
1.058784174448997,1.028202851098625,1.030352043030585,1.032140937445798,5
0.9681449558555504,1.1102609613099506,1.0989134407638403,1.089675263139003,5
0.9586250441975666,0.9958400949730347,0.9926731216358171,0.9901228282572136,5
1.021933579710643,1.1533444208011243,1.143755260491985,1.1358273669450594,5
1.041296300978949,1.0206204855439787,1.0222321850489604,1.0235497361318464,5
1.0254899828985673,0.9795753650048792,0.9834319739589067,0.9865423929435461,5
0.9090232652175912,0.8815151048059728,0.8843263964171579,0.8865055591493137,5
0.9797367817976658,0.9511148684603206,0.9536839031078023,0.9557316777768782,5
1.0480894104156855,0.9152162275790743,0.9258017456584761,0.9344363207934592,5
0.9866162386839242,0.9746136212133805,0.9757464231944045,0.9766391013318756,5
0.9965990210364457,0.977860491874426,0.979435396123834,0.9807077825378998,5
1.0210711919581792,0.9727789612233306,0.9767822212711681,0.9800213666262145,5
0.9726041960001287,0.9832447048335134,0.9823349553500125,0.9816034627506415,5
1.0769289765558472,1.1997428894967401,1.1922264744884294,1.1858427037681498,5
0.983048945144982,0.9172397238655754,0.9228996500265136,0.9274517535812412,5
1.0352117962558973,1.025600718343672,1.0263450379858416,1.026954459988556,5
0.9575978912994155,0.9180626180714608,0.9213136412532709,0.9239455052285047,5
1.0256992572923835,0.9608074621674505,0.9663613911019426,0.9708294627503569,5
0.980339997062447,1.0118737503490942,1.0092379801763878,1.0071085598141558,5
1.0065936274718625,0.9548646130677763,0.9588410340920553,0.9620986193785701,5
1.006677063966611,0.9199170643153017,0.9274909177049324,0.9335584455861613,5
